1680	38
1740	38
1800	38
1860	37.9
1920	36.5
1980	34.5
2040	35
2100	35.5
2160	36.3
2220	37.3
2280	38.4
2340	39.4
2400	40.5
2460	41.5
2520	42.8
2580	44.5
2640	46.7
2700	50
2760	54
2820	58.5
2880	63.5
2940	69
3000	75
3060	79
3120	82
3180	85
3240	87
3300	89
3360	90.5
3420	91.5
3480	92
3540	92.5
3600	93
3660	96
3720	100
3780	104
3840	107.5
3900	110
3960	111.5
4020	112
